Trt	NumPop	Type	Demog	Envi	SET	NumInd	DataSetNames	GoodBFfile	numNeut	numSel	xtx.999perc	bf.999perc	rho.999perc	xtx.FPR	bf.FPR	rho.FPR	xtx.TPR	bf.TPR	rho.TPR	cpname	K5.999perc	KTW.999perc	KTW	Lq.K.5.FPR	Lq.K.TW.FPR	L.empQ.K.5.FPR	L.empQ.K.TW.FPR	Lq.K.5.TPR	Lq.K.TW.TPR	L.empQ.K.5.TPR	L.empQ.K.TW.TPR	pca.FPR.K10S	pca.TPR.K10S	pca.commonSelFactor.K10S	pca.NumLocicommonSelFactor.K10S	pca.FPR.K20S	pca.TPR.K20S	pca.commonSelFactor.K20S	pca.NumLocicommonSelFactor.K20S	pca.FPR.K10NS	pca.TPR.K10NS	pca.commonSelFactor.K10NS	pca.NumLocicommonSelFactor.K10NS	Vall.none	Vall.pcadapt	Vall.lfmm	Vall.lfmm.pcadapt	Vall.bf	Vall.bf.pcadapt	Vall.bf.lfmm	Vall.bf.lfmm.pcadapt	Vall.xtx	Vall.xtx.pcadapt	Vall.xtx.lfmm	Vall.xtx.lfmm.pcadapt	Vall.xtx.bf	Vall.xtx.bf.pcadapt	Vall.xtx.bf.lfmm	Vall.xtx.bf.lfmm.pcadapt	Vs.weak.none	Vs.weak.pcadapt	Vs.weak.lfmm	Vs.weak.lfmm.pcadapt	Vs.weak.bf	Vs.weak.bf.pcadapt	Vs.weak.bf.lfmm	Vs.weak.bf.lfmm.pcadapt	Vs.weak.xtx	Vs.weak.xtx.pcadapt	Vs.weak.xtx.lfmm	Vs.weak.xtx.lfmm.pcadapt	Vs.weak.xtx.bf	Vs.weak.xtx.bf.pcadapt	Vs.weak.xtx.bf.lfmm	Vs.weak.xtx.bf.lfmm.pcadapt	Vs.strong.none	Vs.strong.pcadapt	Vs.strong.lfmm	Vs.strong.lfmm.pcadapt	Vs.strong.bf	Vs.strong.bf.pcadapt	Vs.strong.bf.lfmm	Vs.strong.bf.lfmm.pcadapt	Vs.strong.xtx	Vs.strong.xtx.pcadapt	Vs.strong.xtx.lfmm	Vs.strong.xtx.lfmm.pcadapt	Vs.strong.xtx.bf	Vs.strong.xtx.bf.pcadapt	Vs.strong.xtx.bf.lfmm	Vs.strong.xtx.bf.lfmm.pcadapt	NotFound	GEAonly	FSTonly	Both	rda_veganv2.4-3_empQ_TP	rda_veganv2.4-3_empQ_TPR	dbrda_veganv2.4-3_empQ_TP	dbrda_veganv2.4-3_empQ_TPR	rda_veganv2.4-3_empP_001_TPR	rda_veganv2.4-3_empP_005_TPR	rda_veganv2.4-3_empP_01_TPR	rda_veganv2.4-3_empP_1_TPR	dbda_veganv2.4-3_empP_001_TPR	dbrda_veganv2.4-3_empP_005_TPR	dbrda_veganv2.4-3_empP_01_TPR	dbrda_veganv2.4-3_empP_1_TPR	rda_TPR_3SD	rda_FPR_3SD	rda_FDR_3SD	rda_TPR_001_3SD	rda_TPR_005_3SD	rda_TPR_01_3SD	rda_TPR_1_3SD	rda_TPR_25SD	rda_FPR_25SD	rda_FDR_25SD	rda_TPR_001_25SD	rda_TPR_005_25SD	rda_TPR_01_25SD	rda_TPR_1_25SD	dbrda_TPR_3SD	dbrda_FPR_3SD	dbrda_FDR_3SD	dbrda_TPR_001_3SD	dbrda_TPR_005_3SD	dbrda_TPR_01_3SD	dbrda_TPR_1_3SD	dbrda_TPR_25SD	dbrda_FPR_25SD	dbrda_FDR_25SD	dbrda_TPR_001_25SD	dbrda_TPR_005_25SD	dbrda_TPR_01_25SD	dbrda_TPR_1_25SD
T30.6x5s	30	Tran	IBD	1351142970_988	7	20	IBD_T30.T6x5s_1351142970_988_7_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	44.448	0.487223246	0.21008	0.00020202	0.00010101	0.00010101	1	0.07	0.03	../LFMMBayenv2PCAdaptResults/IBD_T30.T6x5s_1351142970_988_7_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.32218	6.4054	10	0.217474747	0.071010101	0.00010101	0.00010101	0.86	0.73	0.07	0.07	0.00010101	0.95	9	100	0.00010101	0.95	5	99	0.00010101	0.95	3	100	0	0	0	0	0	0	0	0	5	88	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	93	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IM	1351142970_988	8	20	IM_T30.T6x5s_1351142970_988_8_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.363	-0.357228911	0.22918	0.00010101	0.00010101	0.00010101	0.11	0.2	0.28	../LFMMBayenv2PCAdaptResults/IM_T30.T6x5s_1351142970_988_8_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	6.74085	7.67296	3	0.116060606	0.173333333	0.00010101	0.00010101	0.9	0.92	0.4	0.43	0.00010101	0.31	5	80	0.00010101	0.18	9	72	0.00010101	0.37	6	75	57	0	12	11	0	0	0	9	0	0	0	0	0	0	0	11	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	57	12	0	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	1R	1351142986_950	9	20	1R_T30.T6x5s_1351142986_950_9_NumPops=30_NumInd=20.bayenv	TRUE	9900	93	51.72	0.053923151	0.23887	0.00010101	0.00010101	0.00010101	0.64516129	0.52688172	0.11827957	../LFMMBayenv2PCAdaptResults/1R_T30.T6x5s_1351142986_950_9_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	10.0591	4.84772	17	0.359090909	0.007878788	0.00010101	0.00010101	0.838709677	0.709677419	0.677419355	0.47311828	0.00010101	0.569892473	9	69	0.00010101	0	2	61	0.00010101	0.494623656	10	64	29	0	1	0	2	0	1	0	2	9	0	3	2	5	3	36	19	0	1	0	2	0	1	0	2	9	0	3	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	29	4	11	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	2R	1351142986_950	10	20	2R_T30.T6x5s_1351142986_950_10_NumPops=30_NumInd=20.bayenv	TRUE	9900	97	49.953	0.294950954	0.23295	0.00010101	0.00010101	0.00010101	0.793814433	0.845360825	0.030927835	../LFMMBayenv2PCAdaptResults/2R_T30.T6x5s_1351142986_950_10_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.91507	4.74805	16	0.303838384	0.007878788	0.00010101	0.00010101	0.948453608	0.907216495	0.855670103	0.804123711	0.00010101	0.81443299	9	89	0.00010101	0	17	82	0.00010101	0.762886598	10	87	10	0	0	0	1	0	5	4	2	2	0	1	0	4	0	68	7	0	0	0	1	0	4	4	2	2	0	0	0	4	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	6	4	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IBD	1351142986_950	11	20	IBD_T30.T6x5s_1351142986_950_11_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.146	1.389290151	0.23041	0.00020202	0.00010101	0.00010101	0.99	0.07	0.01	../LFMMBayenv2PCAdaptResults/IBD_T30.T6x5s_1351142986_950_11_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.28152	7.0758	8	0.264646465	0.12959596	0.00010101	0.00010101	1	0.83	0.07	0.07	0.00020202	0.99	1	98	0.00010101	0.61	14	99	0.00010101	0.92	2	99	1	0	0	0	0	0	0	0	0	92	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	92	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IM	1351142986_950	12	20	IM_T30.T6x5s_1351142986_950_12_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.847	-0.379093938	0.24334	0.00010101	0.00010101	0.00010101	0.11	0.24	0.23	../LFMMBayenv2PCAdaptResults/IM_T30.T6x5s_1351142986_950_12_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	6.99085	7.50147	3	0.119494949	0.168989899	0.00010101	0.00010101	0.93	0.95	0.52	0.55	0.00010101	0.45	3	84	0.00010101	0.33	1	81	0.00010101	0.41	2	84	45	0	10	21	0	0	0	13	0	0	0	0	0	0	0	11	42	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	45	10	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	1R	1351142954_453	1	20	1R_T30.T3x10_1351142954_453_1_NumPops=30_NumInd=20.bayenv	TRUE	9900	91	51.185	0.573880686	0.25634	0.00010101	0.00010101	0.00010101	0.131868132	0.32967033	0.098901099	../LFMMBayenv2PCAdaptResults/1R_T30.T3x10_1351142954_453_1_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	7.21618	4.76509	14	0.161818182	0.00969697	0.00010101	0.00010101	0.67032967	0.461538462	0.318681319	0.186813187	0.00010101	0.142857143	3	31	0.00010101	0	16	29	0.00010101	0.087912088	5	34	55	4	0	0	8	4	5	3	0	1	1	0	1	1	8	0	32	4	0	0	2	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	8	0	55	13	5	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	2R	1351142954_453	2	20	2R_T30.T3x10_1351142954_453_2_NumPops=30_NumInd=20.bayenv	TRUE	9900	97	49.872	0.58655355	0.23915	0.00010101	0.00010101	0.00010101	0.12371134	0.402061856	0.175257732	../LFMMBayenv2PCAdaptResults/2R_T30.T3x10_1351142954_453_2_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.06249	5.39436	13	0.229494949	0.035656566	0.00010101	0.00010101	0.855670103	0.731958763	0.443298969	0.329896907	0.00010101	0	1	74	0.00010101	0.072164948	15	56	0.00010101	0.175257732	3	52	56	0	2	0	9	0	18	0	0	0	0	0	0	0	12	0	43	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	56	29	0	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IBD	1351142954_453	3	20	IBD_T30.T3x10_1351142954_453_3_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	47.254	0.235856569	0.2799	0.00010101	0.00010101	0.00010101	0.14	0.06	0	../LFMMBayenv2PCAdaptResults/IBD_T30.T3x10_1351142954_453_3_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	9.31011	6.78989	12	0.289191919	0.115353535	0.00010101	0.00010101	0.75	0.53	0.08	0.05	0.00010101	0	7	87	0.00010101	0.43	20	86	0.00010101	0	4	42	86	0	0	0	0	0	0	0	7	0	1	0	2	0	4	0	44	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	86	0	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IM	1351142954_453	4	20	IM_T30.T3x10_1351142954_453_4_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.577	-0.038754558	0.23282	0.00010101	0.00010101	0.00010101	0.11	0.12	0.11	../LFMMBayenv2PCAdaptResults/IM_T30.T3x10_1351142954_453_4_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	6.962	7.43071	3	0.124444444	0.178383838	0.00010101	0.00010101	0.89	0.9	0.15	0.14	0.00010101	0.13	10	71	0.00010101	0.12	13	60	0.00010101	0.19	4	70	85	1	1	1	0	0	1	0	0	0	0	0	0	0	0	11	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	85	2	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	1R	1351142970_988	5	20	1R_T30.T3x10_1351142970_988_5_NumPops=30_NumInd=20.bayenv	TRUE	9900	93	52.664	1.151523068	0.28235	0.00010101	0.00010101	0.00010101	0.494623656	0.494623656	0.35483871	../LFMMBayenv2PCAdaptResults/1R_T30.T3x10_1351142970_988_5_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	11.1565	5.59168	16	0.430909091	0.046363636	0.00010101	0.00010101	0.903225806	0.870967742	0.580645161	0.344086022	0.00010101	0.516129032	10	59	0.00010101	0.172043011	6	54	0.00010101	0.397849462	8	54	31	2	0	1	4	2	2	5	6	7	0	0	0	9	2	22	24	1	0	0	4	2	1	2	6	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	31	6	15	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	2R	1351142970_988	6	20	2R_T30.T3x10_1351142970_988_6_NumPops=30_NumInd=20.bayenv	TRUE	9900	99	52.36	0.109443547	0.18576	0.00010101	0.00010101	0.00010101	0.757575758	0.727272727	0.242424242	../LFMMBayenv2PCAdaptResults/2R_T30.T3x10_1351142970_988_6_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.43115	4.54047	16	0.253131313	0.006464646	0.00010101	0.00010101	0.96969697	0.909090909	0.878787879	0.828282828	0.00010101	0.808080808	10	88	0.00010101	0.222222222	10	61	0.00010101	0.818181818	6	86	12	0	2	4	0	0	3	3	0	2	1	6	1	2	0	63	8	0	2	4	0	0	1	3	0	1	0	5	1	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	5	2	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IBD	1351142970_988	7	20	IBD_T30.T3x10_1351142970_988_7_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	47.584	0.923078147	0.27297	0.00020202	0.00010101	0.00010101	0.99	0.1	0	../LFMMBayenv2PCAdaptResults/IBD_T30.T3x10_1351142970_988_7_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	9.51649	7.30644	12	0.310909091	0.170606061	0.00010101	0.00010101	1	0.93	0.36	0.09	0.00010101	0.96	4	101	0.00010101	0.54	7	99	0.00010101	0.97	2	99	1	0	0	0	0	0	0	0	3	85	0	1	0	2	0	8	1	0	0	0	0	0	0	0	3	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	88	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IM	1351142970_988	8	20	IM_T30.T3x10_1351142970_988_8_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.383	-0.00764534	0.2304	0.00010101	0.00010101	0.00010101	0.11	0.22	0.13	../LFMMBayenv2PCAdaptResults/IM_T30.T3x10_1351142970_988_8_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	6.87096	7.54433	3	0.127979798	0.173030303	0.00010101	0.00010101	0.9	0.92	0.52	0.58	0.00010101	0.39	4	82	0.00010101	0.31	16	78	0.00010101	0.4	1	82	42	0	19	17	0	0	0	11	0	0	0	0	0	0	0	11	40	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	42	19	0	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	1R	1351142986_950	9	20	1R_T30.T3x10_1351142986_950_9_NumPops=30_NumInd=20.bayenv	TRUE	9900	92	51.255	-0.138256557	0.25049	0.00010101	0.00010101	0.00010101	0.25	0.565217391	0.413043478	../LFMMBayenv2PCAdaptResults/1R_T30.T3x10_1351142986_950_9_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	9.11982	5.51109	15	0.340808081	0.03969697	0.00010101	0.00010101	0.793478261	0.75	0.652173913	0.532608696	0.00010101	0.358695652	1	65	0.00010101	0.02173913	18	58	0.00010101	0.423913043	8	64	34	1	4	0	7	1	13	9	0	0	1	0	0	0	0	22	24	1	4	0	4	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	34	24	1	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	2R	1351142986_950	10	20	2R_T30.T3x10_1351142986_950_10_NumPops=30_NumInd=20.bayenv	TRUE	9900	99	51.824	0.154515266	0.24404	0.00010101	0.00010101	0.00010101	0.525252525	0.838383838	0	../LFMMBayenv2PCAdaptResults/2R_T30.T3x10_1351142986_950_10_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.74454	4.51307	16	0.282929293	0.006969697	0.00010101	0.00010101	0.919191919	0.838383838	0.848484848	0.616161616	0.00010101	0.626262626	7	86	0.00010101	0.484848485	17	81	0.00010101	0.535353535	7	84	16	0	0	0	8	4	11	8	0	0	0	0	0	10	2	40	11	0	0	0	8	4	10	7	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	19	0	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IBD	1351142986_950	11	20	IBD_T30.T3x10_1351142986_950_11_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.266	0.770336441	0.28581	0.00020202	0.00010101	0.00010101	0.99	0.28	0	../LFMMBayenv2PCAdaptResults/IBD_T30.T3x10_1351142986_950_11_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.36117	6.33553	11	0.253333333	0.086060606	0.00010101	0.00010101	0.99	0.88	0.07	0.1	0.00020202	0.98	2	98	0.00010101	0.47	5	97	0.00010101	0.94	6	98	1	0	0	0	0	0	0	0	1	69	0	1	0	19	0	9	1	0	0	0	0	0	0	0	1	42	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	70	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IM	1351142986_950	12	20	IM_T30.T3x10_1351142986_950_12_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	42.656	-0.403380915	0.29198	0.00010101	0.00010101	0.00010101	0.11	0.19	0.11	../LFMMBayenv2PCAdaptResults/IM_T30.T3x10_1351142986_950_12_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	6.78105	7.29996	3	0.125555556	0.186565657	0.00010101	0.00010101	0.85	0.83	0.37	0.35	0.00010101	0.26	6	73	0.00010101	0.14	9	72	0.00010101	0.25	3	71	65	0	9	7	0	0	0	8	0	0	0	0	0	0	0	11	47	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	65	9	0	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R90	90	Rand	1R	1351142954_453	1	20	1R_R90_1351142954_453_1_NumPops=90_NumInd=20.bayenv	TRUE	9900	96	120.34	0.732610853	0.14199	0.00010101	0.00010101	0.00010101	0.65625	0.71875	0.125	../LFMMBayenv2PCAdaptResults/1R_R90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	15.6996	3.02943	32	0.630707071	0.00010101	0.00010101	0.00010101	0.916666667	0.708333333	0.760416667	0.677083333	0.00010101	0.59375	6	82	0.00010101	0.1875	6	57	0.00010101	0.572916667	6	75	23	0	1	0	2	1	3	3	0	0	2	1	2	3	6	49	18	0	1	0	1	1	3	3	0	0	1	1	2	3	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	6	0	67	77	0.802083333	67	0.697916667	NA	0.70212766	0.861111111	1	NA	0.553191489	0.777777778	1	0.8125	0.00040404	0.048780488	NA	0.70212766	0.888888889	1	0.854166667	0.001616162	0.163265306	NA	0.787234043	0.888888889	1	0.770833333	0.000707071	0.086419753	NA	0.659574468	0.833333333	1	0.78125	0.003131313	0.29245283	NA	0.680851064	0.833333333	1
R90	90	Rand	2R	1351142954_453	2	20	2R_R90_1351142954_453_2_NumPops=90_NumInd=20.bayenv	TRUE	9900	98	116.51	0.354550196	0.15149	0.00010101	0.00010101	0.00010101	0.857142857	0.918367347	0.265306122	../LFMMBayenv2PCAdaptResults/2R_R90_1351142954_453_2_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	13.8943	3.69804	27	0.558585859	0.000505051	0.00010101	0.00010101	0.969387755	0.867346939	0.928571429	0.785714286	0.00010101	0.918367347	6	93	0.00010101	0.744897959	8	89	0.00010101	0.836734694	2	93	6	0	1	1	0	1	0	5	0	0	0	0	0	14	1	69	4	0	1	1	0	1	0	5	0	0	0	0	0	14	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	1	0	91	92	0.93877551	90	0.918367347	NA	0.916666667	0.947368421	1	NA	0.895833333	0.921052632	1	0.93877551	0	0	NA	0.916666667	0.947368421	1	0.93877551	0.00040404	0.041666667	NA	0.916666667	0.947368421	1	0.918367347	0.00010101	0.010989011	NA	0.895833333	0.921052632	1	0.928571429	0.000707071	0.071428571	NA	0.895833333	0.947368421	1
R90	90	Rand	IBD	1351142954_453	3	20	IBD_R90_1351142954_453_3_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	124.03	0.32467335	0.2021	0.00020202	0.00010101	0.00010101	0.98	0.64	0	../LFMMBayenv2PCAdaptResults/IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	11.913	4.10379	26	0.500505051	0.003232323	0.00010101	0.00010101	1	0.97	0.92	0.75	0.00020202	1	2	98	0.00020202	0.99	8	98	0.00020202	1	7	97	0	2	0	0	0	0	0	0	0	15	0	19	0	8	0	56	0	2	0	0	0	0	0	0	0	15	0	17	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	83	100	1	100	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0.00020202	0.019607843	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1
R90	90	Rand	IM	1351142954_453	4	20	IM_R90_1351142954_453_4_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	120.3	0.825029944	0.19884	0.00010101	0.00010101	0.00010101	0.11	0.37	0.14	../LFMMBayenv2PCAdaptResults/IM_R90_1351142954_453_4_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	8.03621	7.37816	6	0.218080808	0.141919192	0.00010101	0.00010101	0.97	0.97	0.54	0.49	0.00010101	0.31	2	94	0.00010101	0.16	15	86	0.00010101	0.47	10	95	50	0	12	1	1	0	6	19	0	0	0	0	0	0	0	11	45	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	50	19	0	31	55	0.55	56	0.56	NA	0.104166667	0.951219512	1	NA	0.125	0.951219512	1	0.61	0.00020202	0.031746032	NA	0.1875	1	1	0.73	0.001111111	0.130952381	NA	0.4375	1	1	0.64	0.00030303	0.044776119	NA	0.25	1	1	0.75	0.001111111	0.127906977	NA	0.479166667	1	1
R90	90	Rand	1R	1351142970_988	5	20	1R_R90_1351142970_988_5_NumPops=90_NumInd=20.bayenv	TRUE	9900	96	121.93	0.114744388	0.16269	0.00010101	0.00010101	0.00010101	0.614583333	0.625	0.302083333	../LFMMBayenv2PCAdaptResults/1R_R90_1351142970_988_5_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	10.2293	2.32779	33	0.432121212	0	0.00010101	0.00010101	0.885416667	0.541666667	0.645833333	0.71875	0.00010101	0.572916667	4	71	0.00010101	0.364583333	15	75	0.00010101	0.395833333	3	60	21	1	8	2	3	0	2	0	0	0	1	3	1	1	5	48	12	1	7	2	2	0	2	0	0	0	1	3	0	1	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	21	13	1	61	78	0.8125	68	0.708333333	NA	0.795918367	0.764705882	1	NA	0.653061224	0.676470588	1	0.8125	0.00010101	0.012658228	NA	0.795918367	0.764705882	1	0.854166667	0.002323232	0.219047619	NA	0.857142857	0.794117647	1	0.729166667	0.00040404	0.054054054	NA	0.693877551	0.676470588	1	0.770833333	0.004040404	0.350877193	NA	0.755102041	0.705882353	1
